Temporada,Date,Time,Form,Location,User,Pass?,Country Origen / Pais de Origen,Production Area / Zona de Producción,Continente,Is it an Emergent Market? / Es Mercado Emergente?,# Inspection / Número de Inspección,Harvest Data / Fecha de Cosecha,Variety / Variedad,Harvest Interval/Dias de Reingreso,Country / Pais,Pre-Inspection Disposition / Disposición de la Inspección Previa,Pallet Count / Cajas por Tarima,Count Clamshell/ # Clamshell's,Clamshell weight / Peso del canasto,Were the weights recorded? / ¿Los pesos fueron registrados?,Average Clamshell weight / Peso promedio del canasto,# Clamshell with Compliance / Canastos en Conformidad,# Clamshell Underweight / Canastos con Bajo Peso,Clamshell Low weight / Canasto con menor peso,Basket Count / Conteo por Canasto,Average Basket Count / Conteo Promedio por Canasto,Total Fruit Inspected / Total de Fruta Inspeccionada,# Sample Brix / # Muestras Brix,Brix1,Brix2,Brix3,Brix4,Brix5,# Sample Acidity / # Muestras Acidez,Acidity / Acidez 1,Acidity / Acidez 2,Acidity / Acidez 3,Acidity / Acidez 4,Acidity / Acidez 5, Semana Inspeccion,Brix6,Brix7,Acidity / Acidez 6,Acidity / Acidez 7,Brix8,Brix9,Brix10,Acidity / Acidez 8,Acidity / Acidez 9,Has it been approved? / ¿Ha sido Aprobado?2,Fecha de Cosecha,PRODUCTION AREA,Lote,Empresa,Production Area,Ha,FUNDO CODE,SKU Code,Fruit Type
2022-2023,13/9/2024,20:04,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093138:35:00,MERLOT,15,,Pass_Pasar,276,10,362,Yes / Si,358.4,10,0,,92,88.5,885,2,14.2,14.2,,,,2,0.53,0.4,,,,2437,,,,,,,,,,,12/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,13/9/2024,20:11,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EUROPA,No,First Inspection,1093139:09:00,PINOT,5,,Pass_Pasar,280,5,3503,Yes / Si,3502,0,0,,100,100,500,1,13.9,,,,,1,0.78,,,,,2437,,,,,,,,,,,12/9/2024,Ica,Lote 13,Agricultores Unidos,Ica,50.93,86996,9091,Generica
2022-2023,13/9/2024,20:13,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EUROPA,No,First Inspection,1093139:13:00,PINOT,5,,Pass_Pasar,150,7,332,No,,,,,128,120,840,1,14.2,,,,,1,0.82,,,,,2437,,,,,,,,,,,12/9/2024,Ica,Lote 13,Agricultores Unidos,Ica,50.93,86996,9098,Generica
2022-2023,13/9/2024,20:19,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EUROPA,No,First Inspection,1093139:36:00,AIREN,6,,Pass_Pasar,240,8,341,Yes / Si,335.125,3,5,332.0,160,158,1264,1,13.1,,,,,1,0.96,,,,,2437,,,,,,,,,,,12/9/2024,Ica,Lote 19,Agricultores Unidos,Ica,79.51,87002,9093,Generica
2022-2023,13/9/2024,20:28,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093148:21:00,MERLOT,15,,Pass_Pasar,276,10,360,Yes / Si,358,10,0,,84,80,800,3,16,15.6,14.6,,,3,0.67,0.61,0.78,,,2437,,,,,,,,,,,12/9/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9116,Generica
2022-2023,15/9/2024,2:20,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093068:06:00,TINTORERA,9,,Pass_Pasar,80,6,0,Yes / Si,0,6,0,,156,152.5,915,1,11.7,,,,,1,0.48,,,,,2437,,,,,,,,,,,9/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9108,Generica
2022-2023,15/9/2024,2:30,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093019:22:00,TINTORERA,9,,Pass_Pasar,30,2,579,Yes / Si,578.5,2,0,,315,312.5,625,1,11.7,,,,,1,0.47,,,,,2437,,,,,,,,,,,7/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9111,Generica
2022-2023,17/9/2024,17:13,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093240:00:00,AIREN,10,,Pass_Pasar,276,10,363,Yes / Si,357.9,10,0,,143,140.5,1405,2,15.3,14,,,,2,0.51,0.28,,,,2438,,,,,,,,,,,16/9/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2022-2023,17/9/2024,17:19,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1093262:51:00,VERDEJO,5,,Pass_Pasar,110,4,580,Yes / Si,578,4,0,,151,149,596,1,10.5,,,,,1,0.78,,,,,2438,,,,,,,,,,,17/9/2024,Ica,Lote 15,Agricultores Unidos,Ica,62.09,86998,9111,Generica
2022-2023,17/9/2024,17:17,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093238:50:00,AIREN,10,,Pass_Pasar,276,10,361,No,,,,,134,133,1330,2,14.6,13.5,,,,2,0.3,0.26,,,,2438,,,,,,,,,,,16/9/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2022-2023,18/9/2024,0:22,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093190:12:00,TINTORERA,9,,Pass_Pasar,100,5,0,Yes / Si,0,5,0,,155,153,765,1,10.9,,,,,1,0.5,,,,,2438,,,,,,,,,,,14/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9108,Generica
2022-2023,18/9/2024,14:05,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1093235:06:00,MERLOT,14,,Pass_Pasar,240,16,359,Yes / Si,351,12,0,,89,84.5,1352,2,15.4,14.8,,,,2,0.6,0.63,,,,2438,,,,,,,,,,,16/9/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9120,Generica
2022-2023,18/9/2024,22:18,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1093237:03:00,MERLOT,14,,Pass_Pasar,240,8,351,Yes / Si,347.25,8,0,,87,86,688,2,15.6,13.4,,,,2,0.47,0.59,,,,2438,,,,,,,,,,,16/9/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9120,Generica
2022-2023,18/9/2024,14:10,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1093238:06:00,MERLOT,14,,Pass_Pasar,276,10,364,Yes / Si,358.6,10,0,,99,93,930,2,13.4,15.6,,,,2,0.59,0.47,,,,2438,,,,,,,,,,,16/9/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9116,Generica
2022-2023,18/9/2024,13:46,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093255:21:00,AIREN,13,,Pass_Pasar,276,10,365,Yes / Si,357.9,10,0,,132,132,1320,2,12.9,12.3,,,,2,0.59,0.33,,,,2438,,,,,,,,,,,17/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,18/9/2024,13:51,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093261:47:00,AIREN,13,,Pass_Pasar,276,10,363,Yes / Si,356.9,10,0,,126,124,1240,2,13.9,13.4,,,,2,0.42,0.3,,,,2438,,,,,,,,,,,17/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,18/9/2024,13:36,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093235:31:00,MERLOT,14,,Pass_Pasar,240,6,342,Yes / Si,339.666667,6,0,,90,97,582,1,14.3,,,,,1,0.68,,,,,2438,,,,,,,,,,,16/9/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9108,Generica
2022-2023,18/9/2024,13:54,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093256:41:00,AIREN,13,,Pass_Pasar,276,10,364,Yes / Si,358.3,10,0,,132,132,1320,2,13.9,13,,,,2,0.42,0.36,,,,2438,,,,,,,,,,,17/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,18/9/2024,13:57,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093257:06:00,AIREN,14,,Pass_Pasar,276,10,364,Yes / Si,357.7,10,0,,130,129.5,1295,2,12.7,14.2,,,,2,0.34,0.31,,,,2438,,,,,,,,,,,17/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,18/9/2024,17:07,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093287:02:00,AIREN,10,,Pass_Pasar,228,5,359,Yes / Si,358.6,5,0,,129,124.5,622.5,3,15.4,14.9,15.2,,,3,0.58,0.86,0.59,,,2438,,,,,,,,,,,18/9/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9116,Generica
2022-2023,18/9/2024,16:18,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA NORTE,,First Inspection,1093287:25:00,VERDEJO,7,,Pass_Pasar,300,16,143.5,Yes / Si,142.90625,16,0,,31,30.5,488,1,11.3,,,,,1,0.78,,,,,2438,,,,,,,,,,,18/9/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9103,Generica
2022-2023,18/9/2024,18:22,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,False,Perú,Pisco,EEUU,,First Inspection,1093265:16:00,AIREN,10,,Pass_Pasar,180,5,0,Yes / Si,0,5,0,,112,110,550,1,12.6,,,,,1,0.64,,,,,2438,,,,,,,,,,,17/9/2024,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9108,Generica
2022-2023,18/9/2024,18:48,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,False,Perú,Pisco,EEUU,,First Inspection,1093258:24:00,AIREN,11,,Pass_Pasar,270,8,0,Yes / Si,0,8,0,,120,114,912,1,12.9,,,,,1,0.59,,,,,2438,,,,,,,,,,,17/9/2024,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9108,Generica
2022-2023,19/9/2024,16:57,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,ASIA NORTE,,First Inspection,1093311:11:00,TINTORERA,7,,Pass_Pasar,280,10,143.6,Yes / Si,142.908,10,0,,57,56,560,1,12.5,,,,,1,0.25,,,,,2438,,,,,,,,,,,19/9/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9102,Generica
2022-2023,19/9/2024,16:37,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,ASIA NORTE,,First Inspection,1093311:47:00,PINOT,7,,Pass_Pasar,390,16,144,Yes / Si,143.009375,16,0,,49,48.5,776,1,14.5,,,,,1,0.74,,,,,2438,,,,,,,,,,,19/9/2024,Ica,Lote 34,Agricultores del Sol,Ica,249.17,87017,9102,Generica
2022-2023,19/9/2024,22:01,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093258:52:00,AIREN,11,,Pass_Pasar,200,9,0,Yes / Si,0,9,0,,139,133.5,1201.5,1,13.2,,,,,1,0.59,,,,,2438,,,,,,,,,,,17/9/2024,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9108,Generica
2022-2023,20/9/2024,18:08,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EUROPA,No,First Inspection,1093306:53:00,AIREN,6,,Pass_Pasar,240,8,336,Yes / Si,331.375,0,0,,174,173.5,1388,2,13.9,13.7,,,,2,1.71,1.05,,,,2438,,,,,,,,,,,19/9/2024,Ica,Lote 17,Agricultores Unidos,Ica,54.61,87000,9098,Generica
2022-2023,20/9/2024,17:43,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093304:37:00,MERLOT,11,,Pass_Pasar,180,6,356,Yes / Si,354.666667,6,0,,99,98.5,591,1,14.4,,,,,1,0.46,,,,,2438,,,,,,,,,,,19/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9116,Generica
2022-2023,20/9/2024,17:26,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093283:11:00,TINTORERA,9,,Pass_Pasar,55,3,589,Yes / Si,586.666667,3,0,,342,338.5,1015.5,1,11.4,,,,,1,0.26,,,,,2438,,,,,,,,,,,18/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9111,Generica
2022-2023,20/9/2024,16:29,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093307:28:00,AIREN,6,,Pass_Pasar,280,10,3502,Yes / Si,3500.3,10,0,,100,100,1000,1,14.9,,,,,1,0.52,,,,,2438,,,,,,,,,,,19/9/2024,Ica,Lote 17,Agricultores Unidos,Ica,54.61,87000,9121,Generica
2022-2023,20/9/2024,16:27,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EUROPA,No,First Inspection,1093306:17:00,TINTORERA,6,,Pass_Pasar,390,16,147,Yes / Si,143.4375,12,4,139.0,84,82,1312,1,12.6,,,,,1,0.77,,,,,2438,,,,,,,,,,,19/9/2024,Ica,Lote 14,Agricultores Unidos,Ica,40.26,86997,9092,Generica
2022-2023,20/9/2024,15:41,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093330:37:00,AIREN,10,,Pass_Pasar,160,8,0,Yes / Si,0,8,0,,119,117,936,1,13.3,,,,,1,0.58,,,,,2438,,,,,,,,,,,20/9/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9108,Generica
2022-2023,20/9/2024,15:28,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,False,Perú,Pisco,EEUU,,First Inspection,1093330:16:00,AIREN,10,,Pass_Pasar,108,5,359,Yes / Si,358.2,5,0,,167,165.5,827.5,1,14.2,,,,,1,0.34,,,,,2438,,,,,,,,,,,20/9/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2022-2023,20/9/2024,12:48,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1093308:08:00,VERDEJO,7,Malasia,Pass_Pasar,250,10,158,No,,,,,47,46.5,465,1,11.9,,,,,1,0.46,,,,,2438,,,,,,,,,,,19/9/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9102,Generica
2022-2023,20/9/2024,9:14,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093280:56:00,AIREN,13,,Pass_Pasar,120,5,340,Yes / Si,330.2,5,0,,202,201.5,1007.5,1,13,,,,,1,0.81,,,,,2438,,,,,,,,,,,18/9/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9108,Generica
2022-2023,20/9/2024,8:32,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093287:08:00,AIREN,13,,Pass_Pasar,240,16,364,Yes / Si,349.6875,12,0,,147,145.5,2328,2,13.7,13.9,,,,2,0.52,0.63,,,,2438,,,,,,,,,,,18/9/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9120,Generica
2022-2023,20/9/2024,8:25,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093287:35:00,AIREN,13,,Pass_Pasar,120,5,340,Yes / Si,330.2,0,0,,202,201.5,1007.5,1,13,,,,,1,0.81,,,,,2438,,,,,,,,,,,18/9/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9116,Generica
2022-2023,23/9/2024,23:56,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093404:16:00,AIREN,10,,Pass_Pasar,30,4,359,Yes / Si,358.75,4,0,,1244,170.25,681,1,12.8,,,,,1,0.32,,,,,2439,,,,,,,,,,,23/9/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2022-2023,24/9/2024,22:26,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093414:23:00,AIREN,11,,Pass_Pasar,276,10,368,Yes / Si,359.8,10,0,,139,135.5,1355,2,14.7,15.1,,,,2,0.35,0.47,,,,2439,,,,,,,,,,,23/9/2024,Ica,Lote 19,Agricultores Unidos,Ica,79.51,87002,9116,Generica
2022-2023,24/9/2024,22:22,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EUROPA,No,First Inspection,1093414:20:00,VERDEJO,7,,Pass_Pasar,390,16,149,Yes / Si,225.875,16,0,,46,46,736,1,12.2,,,,,1,0.83,,,,,2439,,,,,,,,,,,23/9/2024,Ica,Lote 16,Agricultores Unidos,Ica,19.49,86999,9092,Generica
2022-2023,24/9/2024,22:20,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093414:16:00,AIREN,11,,Pass_Pasar,276,10,369,Yes / Si,360.2,10,0,,134,133,1330,2,14.4,13.9,,,,2,0.39,0.42,,,,2439,,,,,,,,,,,23/9/2024,Ica,Lote 19,Agricultores Unidos,Ica,79.51,87002,9116,Generica
2022-2023,24/9/2024,22:15,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093414:05:00,AIREN,13,,Pass_Pasar,276,10,370,Yes / Si,362,10,0,,140,139,1390,2,13.3,13.3,,,,2,0.54,0.51,,,,2439,,,,,,,,,,,23/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,24/9/2024,22:14,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093406:18:00,AIREN,11,,Pass_Pasar,276,10,365,Yes / Si,358.4,10,0,,133,132,1320,2,13.8,14.2,,,,2,0.37,0.39,,,,2439,,,,,,,,,,,23/9/2024,Ica,Lote 19,Agricultores Unidos,Ica,79.51,87002,9116,Generica
2022-2023,24/9/2024,22:09,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093414:08:00,AIREN,13,,Pass_Pasar,22,2,578,Yes / Si,577,2,0,,307,307,614,1,12.8,,,,,1,0.37,,,,,2439,,,,,,,,,,,23/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9111,Generica
2022-2023,24/9/2024,22:04,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093400:04:00,AIREN,13,,Pass_Pasar,276,10,366,Yes / Si,359.1,10,0,,138,137,1370,2,12.9,12.5,,,,2,0.35,0.39,,,,2439,,,,,,,,,,,23/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,24/9/2024,22:00,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093413:57:00,AIREN,13,,Pass_Pasar,200,8,366,Yes / Si,359.875,8,0,,143,141.5,1132,2,13.6,12.8,,,,2,0.51,0.43,,,,2439,,,,,,,,,,,23/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,24/9/2024,15:47,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093307:40:00,TINTORERA,9,,Pass_Pasar,130,4,0,Yes / Si,0,4,0,,150,149.5,598,1,11.5,,,,,1,0.23,,,,,2439,,,,,,,,,,,19/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9108,Generica
2022-2023,25/9/2024,23:31,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093425:22:00,AIREN,11,,Pass_Pasar,120,6,0,Yes / Si,0,6,0,,99,111,666,1,12.7,,,,,1,0.58,,,,,2439,,,,,,,,,,,24/9/2024,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9108,Generica
2022-2023,25/9/2024,23:14,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093429:55:00,MERLOT,11,,Pass_Pasar,80,6,356,Yes / Si,355.333333,6,0,,99,100.5,603,1,15,,,,,1,0.34,,,,,2439,,,,,,,,,,,24/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9116,Generica
2022-2023,25/9/2024,22:54,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093426:48:00,MERLOT,11,,Pass_Pasar,80,5,357,Yes / Si,355.8,5,0,,90,95,475,1,14.8,,,,,1,0.36,,,,,2439,,,,,,,,,,,24/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9116,Generica
2022-2023,25/9/2024,19:50,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA NORTE,,First Inspection,1093456:03:00,TINTORERA,7,,Pass_Pasar,300,10,144.5,Yes / Si,143.8,10,0,,69,66,660,1,13.9,,,,,1,0.3,,,,,2439,,,,,,,,,,,25/9/2024,Ica,Lote 36,Agricultores del Sol,Ica,66.17,87019,9102,Generica
2022-2023,25/9/2024,19:48,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,ASIA NORTE,,First Inspection,1093455:40:00,TINTORERA,7,,Pass_Pasar,300,12,144.5,Yes / Si,143,11,1,139.0,64,64,768,1,12.1,,,,,1,0.56,,,,,2439,,,,,,,,,,,25/9/2024,Ica,Lote 36,Agricultores del Sol,Ica,66.17,87019,9102,Generica
2022-2023,25/9/2024,19:45,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA NORTE,,First Inspection,1093455:18:00,TINTORERA,7,,Pass_Pasar,300,10,143.5,Yes / Si,142.8,10,0,,64,62,620,1,13.7,,,,,1,0.29,,,,,2439,,,,,,,,,,,25/9/2024,Ica,Lote 34,Agricultores del Sol,Ica,249.17,87017,9102,Generica
2022-2023,25/9/2024,19:43,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093424:04:00,MERLOT,13,,Pass_Pasar,276,10,363,Yes / Si,360,10,0,,93,92,920,2,14,13.7,,,,2,0.44,0.78,,,,2439,,,,,,,,,,,24/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,25/9/2024,19:38,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093425:14:00,MERLOT,13,,Pass_Pasar,24,3,355,Yes / Si,352.333333,3,0,,138,129.5,388.5,1,12.6,,,,,1,0.76,,,,,2439,,,,,,,,,,,24/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9108,Generica
2022-2023,25/9/2024,19:31,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093424:43:00,MERLOT,13,,Pass_Pasar,276,10,372,No,,,,,99,95,950,2,13.5,13.6,,,,2,0.45,0.81,,,,2439,,,,,,,,,,,24/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,25/9/2024,19:25,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093423:20:00,AIREN,13,,Pass_Pasar,276,10,367,Yes / Si,360.8,10,0,,132,129,1290,2,12.5,13,,,,2,0.64,0.45,,,,2439,,,,,,,,,,,24/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,25/9/2024,15:55,Formulario Registro Inspeccion Uva,Ica,Mauricio F.,True,Perú,Ica,EEUU,,First Inspection,1093429:00:00,AIREN,12,,Pass_Pasar,200,8,354,Yes / Si,349.25,8,0,,133,127,1016,2,13.9,14.5,,,,2,0.41,0.48,,,,2439,,,,,,,,,,,24/9/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9120,Generica
2022-2023,25/9/2024,0:45,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093403:10:00,AIREN,10,,Pass_Pasar,60,6,359,Yes / Si,358.5,6,0,,125,123.5,741,1,13.2,,,,,1,0.35,,,,,2439,,,,,,,,,,,23/9/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2022-2023,25/9/2024,0:07,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093408:57:00,AIREN,10,,Pass_Pasar,48,4,359,Yes / Si,359,4,0,,125,123.5,494,1,13.6,,,,,1,0.34,,,,,2439,,,,,,,,,,,23/9/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2022-2023,26/9/2024,20:06,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093427:56:00,MERLOT,13,,Pass_Pasar,50,3,339,Yes / Si,337,3,0,,116,116,348,1,16.1,,,,,1,0.6,,,,,2439,,,,,,,,,,,24/9/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9108,Generica
2022-2023,26/9/2024,20:04,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093428:31:00,MERLOT,13,,Pass_Pasar,100,8,354,Yes / Si,348,8,0,,90,89.5,716,2,17.3,17.4,,,,2,0.48,0.54,,,,2439,,,,,,,,,,,24/9/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9120,Generica
2022-2023,26/9/2024,20:03,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093451:04:00,MERLOT,13,,Pass_Pasar,240,10,353,Yes / Si,349.9,10,0,,109,106.5,1065,2,16.4,15.1,,,,2,0.4,0.51,,,,2439,,,,,,,,,,,25/9/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9120,Generica
2022-2023,26/9/2024,13:16,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093472:07:00,AIREN,10,,Pass_Pasar,144,6,0,Yes / Si,0,6,0,,199,197.5,1185,1,12.8,,,,,1,0.41,,,,,2439,,,,,,,,,,,26/9/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9108,Generica
2022-2023,26/9/2024,12:53,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093473:39:00,AIREN,10,,Pass_Pasar,160,8,359,Yes / Si,358.5,8,0,,142,138.5,1108,1,12.5,,,,,1,0.45,,,,,2439,,,,,,,,,,,26/9/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
